Learner,Email,Progress
Learner 5648,Learner 5648@example.com,30
Learner 5649,Learner 5649@example.com,82
Learner 5650,Learner 5650@example.com,82
Learner 5651,Learner 5651@example.com,80
Learner 5652,Learner 5652@example.com,78
Learner 5653,Learner 5653@example.com,62
Learner 5654,Learner 5654@example.com,70
Learner 5655,Learner 5655@example.com,84
Learner 5656,Learner 5656@example.com,74
Learner 5657,Learner 5657@example.com,98
Learner 5658,Learner 5658@example.com,98
Learner 5659,Learner 5659@example.com,82
Learner 5660,Learner 5660@example.com,84
Learner 5661,Learner 5661@example.com,84
Learner 5662,Learner 5662@example.com,72
Learner 5663,Learner 5663@example.com,76
Learner 5664,Learner 5664@example.com,74
Learner 5665,Learner 5665@example.com,72
Learner 5666,Learner 5666@example.com,88
Learner 5667,Learner 5667@example.com,78
Learner 5668,Learner 5668@example.com,86
Learner 5669,Learner 5669@example.com,72
Learner 5670,Learner 5670@example.com,88
Learner 5671,Learner 5671@example.com,80
Learner 5672,Learner 5672@example.com,74
Learner 5673,Learner 5673@example.com,74
Learner 5674,Learner 5674@example.com,92
Learner 5675,Learner 5675@example.com,86
Learner 5676,Learner 5676@example.com,74
Learner 5677,Learner 5677@example.com,98
Learner 5678,Learner 5678@example.com,86
Learner 5679,Learner 5679@example.com,86
Learner 5680,Learner 5680@example.com,72
Learner 5681,Learner 5681@example.com,82
Learner 5682,Learner 5682@example.com,68
Learner 5683,Learner 5683@example.com,76
Learner 5684,Learner 5684@example.com,64
Learner 5685,Learner 5685@example.com,60
Learner 5686,Learner 5686@example.com,98
Learner 5687,Learner 5687@example.com,92
Learner 5688,Learner 5688@example.com,90
Learner 5689,Learner 5689@example.com,88
Learner 5690,Learner 5690@example.com,74
Learner 5691,Learner 5691@example.com,90
Learner 5692,Learner 5692@example.com,70
Learner 5693,Learner 5693@example.com,78
Learner 5694,Learner 5694@example.com,78
Learner 5695,Learner 5695@example.com,74
Learner 5696,Learner 5696@example.com,86
Learner 5697,Learner 5697@example.com,82
Learner 5698,Learner 5698@example.com,68
Learner 5699,Learner 5699@example.com,68
Learner 5700,Learner 5700@example.com,80
Learner 5701,Learner 5701@example.com,96
Learner 5702,Learner 5702@example.com,94
Learner 5703,Learner 5703@example.com,88
Learner 5704,Learner 5704@example.com,84
Learner 5705,Learner 5705@example.com,94
Learner 5706,Learner 5706@example.com,96
Learner 5707,Learner 5707@example.com,86
Learner 5708,Learner 5708@example.com,96
Learner 5709,Learner 5709@example.com,84
Learner 5710,Learner 5710@example.com,90
Learner 5711,Learner 5711@example.com,94
Learner 5712,Learner 5712@example.com,90
Learner 5713,Learner 5713@example.com,94
Learner 5714,Learner 5714@example.com,94
Learner 5715,Learner 5715@example.com,88
Learner 5716,Learner 5716@example.com,96
Learner 5717,Learner 5717@example.com,98
Learner 5718,Learner 5718@example.com,96
Learner 5719,Learner 5719@example.com,90
Learner 5720,Learner 5720@example.com,86
Learner 5721,Learner 5721@example.com,96
Learner 5722,Learner 5722@example.com,86
Learner 5723,Learner 5723@example.com,96
Learner 5724,Learner 5724@example.com,86
Learner 5725,Learner 5725@example.com,74
Learner 5726,Learner 5726@example.com,22
Learner 5727,Learner 5727@example.com,64
Learner 5728,Learner 5728@example.com,6
Learner 5729,Learner 5729@example.com,40
Learner 5730,Learner 5730@example.com,62
Learner 5731,Learner 5731@example.com,60
Learner 5732,Learner 5732@example.com,44
Learner 5733,Learner 5733@example.com,42
Learner 5734,Learner 5734@example.com,24
Learner 5735,Learner 5735@example.com,48
Learner 5736,Learner 5736@example.com,46
Learner 5737,Learner 5737@example.com,72
Learner 5738,Learner 5738@example.com,30
Learner 5739,Learner 5739@example.com,20
Learner 5740,Learner 5740@example.com,78
Learner 5741,Learner 5741@example.com,64
Learner 5742,Learner 5742@example.com,54
Learner 5743,Learner 5743@example.com,50
Learner 5744,Learner 5744@example.com,50
Learner 5745,Learner 5745@example.com,54
Learner 5746,Learner 5746@example.com,56
Learner 5747,Learner 5747@example.com,38
Learner 5748,Learner 5748@example.com,50
Learner 5749,Learner 5749@example.com,40
Learner 5750,Learner 5750@example.com,16
Learner 5751,Learner 5751@example.com,78
Learner 5752,Learner 5752@example.com,34
Learner 5753,Learner 5753@example.com,60
Learner 5754,Learner 5754@example.com,30
Learner 5755,Learner 5755@example.com,82
Learner 5756,Learner 5756@example.com,82
Learner 5757,Learner 5757@example.com,80
Learner 5758,Learner 5758@example.com,78
Learner 5759,Learner 5759@example.com,62
Learner 5760,Learner 5760@example.com,70
Learner 5761,Learner 5761@example.com,84
Learner 5762,Learner 5762@example.com,74
Learner 5763,Learner 5763@example.com,98
Learner 5764,Learner 5764@example.com,98
Learner 5765,Learner 5765@example.com,82
Learner 5766,Learner 5766@example.com,84
Learner 5767,Learner 5767@example.com,84
Learner 5768,Learner 5768@example.com,72
Learner 5769,Learner 5769@example.com,76
Learner 5770,Learner 5770@example.com,74
Learner 5771,Learner 5771@example.com,72
Learner 5772,Learner 5772@example.com,88
Learner 5773,Learner 5773@example.com,78
Learner 5774,Learner 5774@example.com,86
Learner 5775,Learner 5775@example.com,72
Learner 5776,Learner 5776@example.com,88
Learner 5777,Learner 5777@example.com,80
Learner 5778,Learner 5778@example.com,74
Learner 5779,Learner 5779@example.com,74
Learner 5780,Learner 5780@example.com,92
Learner 5781,Learner 5781@example.com,86
Learner 5782,Learner 5782@example.com,74
Learner 5783,Learner 5783@example.com,98
Learner 5784,Learner 5784@example.com,86
Learner 5785,Learner 5785@example.com,86
Learner 5786,Learner 5786@example.com,72
Learner 5787,Learner 5787@example.com,82
Learner 5788,Learner 5788@example.com,68
Learner 5789,Learner 5789@example.com,76
Learner 5790,Learner 5790@example.com,64
Learner 5791,Learner 5791@example.com,60
Learner 5792,Learner 5792@example.com,98
Learner 5793,Learner 5793@example.com,92
Learner 5794,Learner 5794@example.com,90
Learner 5795,Learner 5795@example.com,88
Learner 5796,Learner 5796@example.com,74
Learner 5797,Learner 5797@example.com,90
Learner 5798,Learner 5798@example.com,70
Learner 5799,Learner 5799@example.com,78
Learner 5800,Learner 5800@example.com,78
Learner 5801,Learner 5801@example.com,74
Learner 5802,Learner 5802@example.com,86
Learner 5803,Learner 5803@example.com,82
Learner 5804,Learner 5804@example.com,68
Learner 5805,Learner 5805@example.com,68
Learner 5806,Learner 5806@example.com,80
Learner 5807,Learner 5807@example.com,96
Learner 5808,Learner 5808@example.com,94
Learner 5809,Learner 5809@example.com,88
Learner 5810,Learner 5810@example.com,84
Learner 5811,Learner 5811@example.com,94
Learner 5812,Learner 5812@example.com,96
Learner 5813,Learner 5813@example.com,86
Learner 5814,Learner 5814@example.com,96
Learner 5815,Learner 5815@example.com,84
Learner 5816,Learner 5816@example.com,90
Learner 5817,Learner 5817@example.com,94
Learner 5818,Learner 5818@example.com,90
Learner 5819,Learner 5819@example.com,94
Learner 5820,Learner 5820@example.com,94
Learner 5821,Learner 5821@example.com,88
Learner 5822,Learner 5822@example.com,96
Learner 5823,Learner 5823@example.com,98
Learner 5824,Learner 5824@example.com,96
Learner 5825,Learner 5825@example.com,90
Learner 5826,Learner 5826@example.com,86
Learner 5827,Learner 5827@example.com,96
Learner 5828,Learner 5828@example.com,86
Learner 5829,Learner 5829@example.com,96
Learner 5830,Learner 5830@example.com,86
Learner 5831,Learner 5831@example.com,74
Learner 5832,Learner 5832@example.com,22
Learner 5833,Learner 5833@example.com,64
Learner 5834,Learner 5834@example.com,6
Learner 5835,Learner 5835@example.com,40
Learner 5836,Learner 5836@example.com,62
Learner 5837,Learner 5837@example.com,60
Learner 5838,Learner 5838@example.com,44
Learner 5839,Learner 5839@example.com,42
Learner 5840,Learner 5840@example.com,24
Learner 5841,Learner 5841@example.com,48
Learner 5842,Learner 5842@example.com,46
Learner 5843,Learner 5843@example.com,72
Learner 5844,Learner 5844@example.com,30
Learner 5845,Learner 5845@example.com,20
Learner 5846,Learner 5846@example.com,78
Learner 5847,Learner 5847@example.com,64
Learner 5848,Learner 5848@example.com,54
Learner 5849,Learner 5849@example.com,50
Learner 5850,Learner 5850@example.com,50
Learner 5851,Learner 5851@example.com,54
Learner 5852,Learner 5852@example.com,56
Learner 5853,Learner 5853@example.com,38
Learner 5854,Learner 5854@example.com,50
Learner 5855,Learner 5855@example.com,40
Learner 5856,Learner 5856@example.com,16
Learner 5857,Learner 5857@example.com,78
Learner 5858,Learner 5858@example.com,34
Learner 5859,Learner 5859@example.com,60
Learner 5860,Learner 5860@example.com,30
Learner 5861,Learner 5861@example.com,82
Learner 5862,Learner 5862@example.com,82
Learner 5863,Learner 5863@example.com,80
Learner 5864,Learner 5864@example.com,78
Learner 5865,Learner 5865@example.com,62
Learner 5866,Learner 5866@example.com,70
Learner 5867,Learner 5867@example.com,84
Learner 5868,Learner 5868@example.com,74
Learner 5869,Learner 5869@example.com,98
Learner 5870,Learner 5870@example.com,98
Learner 5871,Learner 5871@example.com,82
Learner 5872,Learner 5872@example.com,84
Learner 5873,Learner 5873@example.com,84
Learner 5874,Learner 5874@example.com,72
Learner 5875,Learner 5875@example.com,76
Learner 5876,Learner 5876@example.com,74
Learner 5877,Learner 5877@example.com,72
Learner 5878,Learner 5878@example.com,88
Learner 5879,Learner 5879@example.com,78
Learner 5880,Learner 5880@example.com,86
Learner 5881,Learner 5881@example.com,72
Learner 5882,Learner 5882@example.com,88
Learner 5883,Learner 5883@example.com,80
Learner 5884,Learner 5884@example.com,74
Learner 5885,Learner 5885@example.com,74
Learner 5886,Learner 5886@example.com,92
Learner 5887,Learner 5887@example.com,86
Learner 5888,Learner 5888@example.com,74
Learner 5889,Learner 5889@example.com,98
Learner 5890,Learner 5890@example.com,86
Learner 5891,Learner 5891@example.com,86
Learner 5892,Learner 5892@example.com,72
Learner 5893,Learner 5893@example.com,82
Learner 5894,Learner 5894@example.com,68
Learner 5895,Learner 5895@example.com,76
Learner 5896,Learner 5896@example.com,64
Learner 5897,Learner 5897@example.com,60
Learner 5898,Learner 5898@example.com,98
Learner 5899,Learner 5899@example.com,92
Learner 5900,Learner 5900@example.com,90
Learner 5901,Learner 5901@example.com,88
Learner 5902,Learner 5902@example.com,74
Learner 5903,Learner 5903@example.com,90
Learner 5904,Learner 5904@example.com,70
Learner 5905,Learner 5905@example.com,78
Learner 5906,Learner 5906@example.com,78
Learner 5907,Learner 5907@example.com,74
Learner 5908,Learner 5908@example.com,86
Learner 5909,Learner 5909@example.com,82
Learner 5910,Learner 5910@example.com,68
Learner 5911,Learner 5911@example.com,68
Learner 5912,Learner 5912@example.com,80
Learner 5913,Learner 5913@example.com,96
Learner 5914,Learner 5914@example.com,94
Learner 5915,Learner 5915@example.com,88
Learner 5916,Learner 5916@example.com,84
Learner 5917,Learner 5917@example.com,94
Learner 5918,Learner 5918@example.com,96
Learner 5919,Learner 5919@example.com,86
Learner 5920,Learner 5920@example.com,96
Learner 5921,Learner 5921@example.com,84
Learner 5922,Learner 5922@example.com,90
Learner 5923,Learner 5923@example.com,94
Learner 5924,Learner 5924@example.com,90
Learner 5925,Learner 5925@example.com,94
Learner 5926,Learner 5926@example.com,94
Learner 5927,Learner 5927@example.com,88
Learner 5928,Learner 5928@example.com,96
Learner 5929,Learner 5929@example.com,98
Learner 5930,Learner 5930@example.com,96
Learner 5931,Learner 5931@example.com,90
Learner 5932,Learner 5932@example.com,86
Learner 5933,Learner 5933@example.com,96
Learner 5934,Learner 5934@example.com,86
Learner 5935,Learner 5935@example.com,96
Learner 5936,Learner 5936@example.com,86
Learner 5937,Learner 5937@example.com,38
Learner 5938,Learner 5938@example.com,50
Learner 5939,Learner 5939@example.com,40
Learner 5940,Learner 5940@example.com,16
Learner 5941,Learner 5941@example.com,78
Learner 5942,Learner 5942@example.com,34
Learner 5943,Learner 5943@example.com,60
Learner 5944,Learner 5944@example.com,30
Learner 5945,Learner 5945@example.com,82
Learner 5946,Learner 5946@example.com,82
Learner 5947,Learner 5947@example.com,80
Learner 5948,Learner 5948@example.com,78
Learner 5949,Learner 5949@example.com,62
Learner 5950,Learner 5950@example.com,70
Learner 5951,Learner 5951@example.com,84
Learner 5952,Learner 5952@example.com,74
Learner 5953,Learner 5953@example.com,98
Learner 5954,Learner 5954@example.com,98
Learner 5955,Learner 5955@example.com,82
Learner 5956,Learner 5956@example.com,84
Learner 5957,Learner 5957@example.com,84
Learner 5958,Learner 5958@example.com,72
Learner 5959,Learner 5959@example.com,76
Learner 5960,Learner 5960@example.com,74
Learner 5961,Learner 5961@example.com,72
Learner 5962,Learner 5962@example.com,88
Learner 5963,Learner 5963@example.com,78
Learner 5964,Learner 5964@example.com,86
Learner 5965,Learner 5965@example.com,72
Learner 5966,Learner 5966@example.com,88
Learner 5967,Learner 5967@example.com,80
Learner 5968,Learner 5968@example.com,74
Learner 5969,Learner 5969@example.com,74
Learner 5970,Learner 5970@example.com,92
Learner 5971,Learner 5971@example.com,86
Learner 5972,Learner 5972@example.com,74
Learner 5973,Learner 5973@example.com,98
Learner 5974,Learner 5974@example.com,86
Learner 5975,Learner 5975@example.com,86
Learner 5976,Learner 5976@example.com,72
Learner 5977,Learner 5977@example.com,82
Learner 5978,Learner 5978@example.com,68
Learner 5979,Learner 5979@example.com,76
Learner 5980,Learner 5980@example.com,64
Learner 5981,Learner 5981@example.com,60
Learner 5982,Learner 5982@example.com,98
Learner 5983,Learner 5983@example.com,92
Learner 5984,Learner 5984@example.com,90
Learner 5985,Learner 5985@example.com,88
Learner 5986,Learner 5986@example.com,74
Learner 5987,Learner 5987@example.com,90
Learner 5988,Learner 5988@example.com,70
Learner 5989,Learner 5989@example.com,78
Learner 5990,Learner 5990@example.com,78
Learner 5991,Learner 5991@example.com,74
Learner 5992,Learner 5992@example.com,86
Learner 5993,Learner 5993@example.com,82
Learner 5994,Learner 5994@example.com,68
Learner 5995,Learner 5995@example.com,68
Learner 5996,Learner 5996@example.com,80
Learner 5997,Learner 5997@example.com,96
Learner 5998,Learner 5998@example.com,94
Learner 5999,Learner 5999@example.com,88
Learner 6000,Learner 6000@example.com,84
Learner 6001,Learner 6001@example.com,94
Learner 6002,Learner 6002@example.com,96
Learner 6003,Learner 6003@example.com,86
Learner 6004,Learner 6004@example.com,96
Learner 6005,Learner 6005@example.com,84
Learner 6006,Learner 6006@example.com,90
Learner 6007,Learner 6007@example.com,94
Learner 6008,Learner 6008@example.com,90
Learner 6009,Learner 6009@example.com,94
Learner 6010,Learner 6010@example.com,94
Learner 6011,Learner 6011@example.com,88
Learner 6012,Learner 6012@example.com,96
Learner 6013,Learner 6013@example.com,98
Learner 6014,Learner 6014@example.com,96
Learner 6015,Learner 6015@example.com,90
Learner 6016,Learner 6016@example.com,86
Learner 6017,Learner 6017@example.com,96
Learner 6018,Learner 6018@example.com,86
Learner 6019,Learner 6019@example.com,96
Learner 6020,Learner 6020@example.com,86
Learner 6021,Learner 6021@example.com,74
Learner 6022,Learner 6022@example.com,22
Learner 6023,Learner 6023@example.com,64
Learner 6024,Learner 6024@example.com,6
Learner 6025,Learner 6025@example.com,40
Learner 6026,Learner 6026@example.com,62
Learner 6027,Learner 6027@example.com,60
Learner 6028,Learner 6028@example.com,44
Learner 6029,Learner 6029@example.com,42
Learner 6030,Learner 6030@example.com,24
Learner 6031,Learner 6031@example.com,48
Learner 6032,Learner 6032@example.com,46
Learner 6033,Learner 6033@example.com,72
Learner 6034,Learner 6034@example.com,30
Learner 6035,Learner 6035@example.com,20
Learner 6036,Learner 6036@example.com,78
Learner 6037,Learner 6037@example.com,64
Learner 6038,Learner 6038@example.com,54
Learner 6039,Learner 6039@example.com,50
Learner 6040,Learner 6040@example.com,50
Learner 6041,Learner 6041@example.com,54
Learner 6042,Learner 6042@example.com,56
Learner 6043,Learner 6043@example.com,38
Learner 6044,Learner 6044@example.com,50
Learner 6045,Learner 6045@example.com,40
Learner 6046,Learner 6046@example.com,16
Learner 6047,Learner 6047@example.com,78
Learner 6048,Learner 6048@example.com,34
Learner 6049,Learner 6049@example.com,60
Learner 6050,Learner 6050@example.com,30
Learner 6051,Learner 6051@example.com,82
Learner 6052,Learner 6052@example.com,82
Learner 6053,Learner 6053@example.com,80
Learner 6054,Learner 6054@example.com,78
Learner 6055,Learner 6055@example.com,62
Learner 6056,Learner 6056@example.com,70
Learner 6057,Learner 6057@example.com,84
Learner 6058,Learner 6058@example.com,74
Learner 6059,Learner 6059@example.com,98
Learner 6060,Learner 6060@example.com,98
Learner 6061,Learner 6061@example.com,82
Learner 6062,Learner 6062@example.com,84
Learner 6063,Learner 6063@example.com,84
Learner 6064,Learner 6064@example.com,72
Learner 6065,Learner 6065@example.com,76
Learner 6066,Learner 6066@example.com,74
Learner 6067,Learner 6067@example.com,72
Learner 6068,Learner 6068@example.com,88
Learner 6069,Learner 6069@example.com,78
Learner 6070,Learner 6070@example.com,86
Learner 6071,Learner 6071@example.com,72
Learner 6072,Learner 6072@example.com,88
Learner 6073,Learner 6073@example.com,80
Learner 6074,Learner 6074@example.com,74
Learner 6075,Learner 6075@example.com,74
Learner 6076,Learner 6076@example.com,92
Learner 6077,Learner 6077@example.com,86
Learner 6078,Learner 6078@example.com,74
Learner 6079,Learner 6079@example.com,98
Learner 6080,Learner 6080@example.com,86
Learner 6081,Learner 6081@example.com,86
Learner 6082,Learner 6082@example.com,72
Learner 6083,Learner 6083@example.com,82
Learner 6084,Learner 6084@example.com,68
Learner 6085,Learner 6085@example.com,76
Learner 6086,Learner 6086@example.com,64
Learner 6087,Learner 6087@example.com,60
Learner 6088,Learner 6088@example.com,98
Learner 6089,Learner 6089@example.com,92
Learner 6090,Learner 6090@example.com,90
Learner 6091,Learner 6091@example.com,88
Learner 6092,Learner 6092@example.com,74
Learner 6093,Learner 6093@example.com,90
Learner 6094,Learner 6094@example.com,70
Learner 6095,Learner 6095@example.com,78
Learner 6096,Learner 6096@example.com,78
Learner 6097,Learner 6097@example.com,74
Learner 6098,Learner 6098@example.com,86
Learner 6099,Learner 6099@example.com,82
Learner 6100,Learner 6100@example.com,68
Learner 6101,Learner 6101@example.com,68
Learner 6102,Learner 6102@example.com,80
Learner 6103,Learner 6103@example.com,96
Learner 6104,Learner 6104@example.com,94
Learner 6105,Learner 6105@example.com,88
Learner 6106,Learner 6106@example.com,84
Learner 6107,Learner 6107@example.com,94
Learner 6108,Learner 6108@example.com,96
Learner 6109,Learner 6109@example.com,86
Learner 6110,Learner 6110@example.com,96
Learner 6111,Learner 6111@example.com,84
Learner 6112,Learner 6112@example.com,90
Learner 6113,Learner 6113@example.com,94
Learner 6114,Learner 6114@example.com,90
Learner 6115,Learner 6115@example.com,94
Learner 6116,Learner 6116@example.com,94
Learner 6117,Learner 6117@example.com,88
Learner 6118,Learner 6118@example.com,96
Learner 6119,Learner 6119@example.com,98
Learner 6120,Learner 6120@example.com,96
Learner 6121,Learner 6121@example.com,90
Learner 6122,Learner 6122@example.com,86
Learner 6123,Learner 6123@example.com,96
Learner 6124,Learner 6124@example.com,86
Learner 6125,Learner 6125@example.com,96
Learner 6126,Learner 6126@example.com,86
Learner 6127,Learner 6127@example.com,74
Learner 6128,Learner 6128@example.com,22
Learner 6129,Learner 6129@example.com,64
Learner 6130,Learner 6130@example.com,6
Learner 6131,Learner 6131@example.com,40
Learner 6132,Learner 6132@example.com,62
Learner 6133,Learner 6133@example.com,60
Learner 6134,Learner 6134@example.com,44
Learner 6135,Learner 6135@example.com,42
Learner 6136,Learner 6136@example.com,24
Learner 6137,Learner 6137@example.com,48
Learner 6138,Learner 6138@example.com,46
Learner 6139,Learner 6139@example.com,72
Learner 6140,Learner 6140@example.com,30
Learner 6141,Learner 6141@example.com,20
Learner 6142,Learner 6142@example.com,78
Learner 6143,Learner 6143@example.com,64
Learner 6144,Learner 6144@example.com,54
Learner 6145,Learner 6145@example.com,50
Learner 6146,Learner 6146@example.com,50
Learner 6147,Learner 6147@example.com,54
Learner 6148,Learner 6148@example.com,56
Learner 6149,Learner 6149@example.com,38
Learner 6150,Learner 6150@example.com,50
Learner 6151,Learner 6151@example.com,40
Learner 6152,Learner 6152@example.com,16
Learner 6153,Learner 6153@example.com,78
Learner 6154,Learner 6154@example.com,34
Learner 6155,Learner 6155@example.com,60
Learner 6156,Learner 6156@example.com,30
Learner 6157,Learner 6157@example.com,82
Learner 6158,Learner 6158@example.com,82
Learner 6159,Learner 6159@example.com,80
Learner 6160,Learner 6160@example.com,78
Learner 6161,Learner 6161@example.com,62
Learner 6162,Learner 6162@example.com,70
Learner 6163,Learner 6163@example.com,84
Learner 6164,Learner 6164@example.com,74
Learner 6165,Learner 6165@example.com,98
Learner 6166,Learner 6166@example.com,98
Learner 6167,Learner 6167@example.com,82
Learner 6168,Learner 6168@example.com,84
Learner 6169,Learner 6169@example.com,84
Learner 6170,Learner 6170@example.com,72
Learner 6171,Learner 6171@example.com,76
Learner 6172,Learner 6172@example.com,74
Learner 6173,Learner 6173@example.com,72
Learner 6174,Learner 6174@example.com,88
Learner 6175,Learner 6175@example.com,78
Learner 6176,Learner 6176@example.com,86
Learner 6177,Learner 6177@example.com,72
Learner 6178,Learner 6178@example.com,88
Learner 6179,Learner 6179@example.com,80
Learner 6180,Learner 6180@example.com,74
Learner 6181,Learner 6181@example.com,74
Learner 6182,Learner 6182@example.com,92
Learner 6183,Learner 6183@example.com,86
Learner 6184,Learner 6184@example.com,74
Learner 6185,Learner 6185@example.com,98
Learner 6186,Learner 6186@example.com,86
Learner 6187,Learner 6187@example.com,86
Learner 6188,Learner 6188@example.com,72
Learner 6189,Learner 6189@example.com,82
Learner 6190,Learner 6190@example.com,68
Learner 6191,Learner 6191@example.com,76
Learner 6192,Learner 6192@example.com,64
Learner 6193,Learner 6193@example.com,60
Learner 6194,Learner 6194@example.com,98
Learner 6195,Learner 6195@example.com,92
Learner 6196,Learner 6196@example.com,90
Learner 6197,Learner 6197@example.com,88
Learner 6198,Learner 6198@example.com,74
Learner 6199,Learner 6199@example.com,90
Learner 6200,Learner 6200@example.com,70
Learner 6201,Learner 6201@example.com,78
Learner 6202,Learner 6202@example.com,78
Learner 6203,Learner 6203@example.com,74
Learner 6204,Learner 6204@example.com,86
Learner 6205,Learner 6205@example.com,82
Learner 6206,Learner 6206@example.com,68
Learner 6207,Learner 6207@example.com,68
Learner 6208,Learner 6208@example.com,80
Learner 6209,Learner 6209@example.com,96
Learner 6210,Learner 6210@example.com,94
Learner 6211,Learner 6211@example.com,88
Learner 6212,Learner 6212@example.com,84
Learner 6213,Learner 6213@example.com,94
Learner 6214,Learner 6214@example.com,96
Learner 6215,Learner 6215@example.com,86
Learner 6216,Learner 6216@example.com,96
Learner 6217,Learner 6217@example.com,84
Learner 6218,Learner 6218@example.com,90
Learner 6219,Learner 6219@example.com,94
Learner 6220,Learner 6220@example.com,90
Learner 6221,Learner 6221@example.com,94
Learner 6222,Learner 6222@example.com,94
Learner 6223,Learner 6223@example.com,88
Learner 6224,Learner 6224@example.com,96
Learner 6225,Learner 6225@example.com,98
Learner 6226,Learner 6226@example.com,96
Learner 6227,Learner 6227@example.com,90
Learner 6228,Learner 6228@example.com,86
Learner 6229,Learner 6229@example.com,96
Learner 6230,Learner 6230@example.com,86
Learner 6231,Learner 6231@example.com,96
Learner 6232,Learner 6232@example.com,86
Learner 6233,Learner 6233@example.com,74
Learner 6234,Learner 6234@example.com,22
Learner 6235,Learner 6235@example.com,64
Learner 6236,Learner 6236@example.com,6
Learner 6237,Learner 6237@example.com,40
Learner 6238,Learner 6238@example.com,62
Learner 6239,Learner 6239@example.com,60
Learner 6240,Learner 6240@example.com,44
Learner 6241,Learner 6241@example.com,42
Learner 6242,Learner 6242@example.com,24
Learner 6243,Learner 6243@example.com,48
Learner 6244,Learner 6244@example.com,46
Learner 6245,Learner 6245@example.com,72
Learner 6246,Learner 6246@example.com,30
Learner 6247,Learner 6247@example.com,20
Learner 6248,Learner 6248@example.com,78
Learner 6249,Learner 6249@example.com,64
Learner 6250,Learner 6250@example.com,54
Learner 6251,Learner 6251@example.com,50
Learner 6252,Learner 6252@example.com,50
Learner 6253,Learner 6253@example.com,54
Learner 6254,Learner 6254@example.com,56
Learner 6255,Learner 6255@example.com,38
Learner 6256,Learner 6256@example.com,50
Learner 6257,Learner 6257@example.com,40
Learner 6258,Learner 6258@example.com,16
Learner 6259,Learner 6259@example.com,78
Learner 6260,Learner 6260@example.com,34
Learner 6261,Learner 6261@example.com,60
Learner 6262,Learner 6262@example.com,30
Learner 6263,Learner 6263@example.com,82
Learner 6264,Learner 6264@example.com,82
Learner 6265,Learner 6265@example.com,80
Learner 6266,Learner 6266@example.com,78
Learner 6267,Learner 6267@example.com,62
Learner 6268,Learner 6268@example.com,70
Learner 6269,Learner 6269@example.com,84
Learner 6270,Learner 6270@example.com,74
Learner 6271,Learner 6271@example.com,98
Learner 6272,Learner 6272@example.com,98
Learner 6273,Learner 6273@example.com,82
Learner 6274,Learner 6274@example.com,84
Learner 6275,Learner 6275@example.com,84
Learner 6276,Learner 6276@example.com,72
Learner 6277,Learner 6277@example.com,76
Learner 6278,Learner 6278@example.com,74
Learner 6279,Learner 6279@example.com,72
Learner 6280,Learner 6280@example.com,88
Learner 6281,Learner 6281@example.com,78
Learner 6282,Learner 6282@example.com,86
Learner 6283,Learner 6283@example.com,72
Learner 6284,Learner 6284@example.com,88
Learner 6285,Learner 6285@example.com,80
Learner 6286,Learner 6286@example.com,74
Learner 6287,Learner 6287@example.com,74
Learner 6288,Learner 6288@example.com,92
Learner 6289,Learner 6289@example.com,86
Learner 6290,Learner 6290@example.com,74
Learner 6291,Learner 6291@example.com,98
Learner 6292,Learner 6292@example.com,86
Learner 6293,Learner 6293@example.com,86
Learner 6294,Learner 6294@example.com,72
Learner 6295,Learner 6295@example.com,82
Learner 6296,Learner 6296@example.com,68
Learner 6297,Learner 6297@example.com,76
Learner 6298,Learner 6298@example.com,64
Learner 6299,Learner 6299@example.com,60
Learner 6300,Learner 6300@example.com,98
Learner 6301,Learner 6301@example.com,92
Learner 6302,Learner 6302@example.com,90
Learner 6303,Learner 6303@example.com,88
Learner 6304,Learner 6304@example.com,74
Learner 6305,Learner 6305@example.com,90
Learner 6306,Learner 6306@example.com,70
Learner 6307,Learner 6307@example.com,78
Learner 6308,Learner 6308@example.com,78
Learner 6309,Learner 6309@example.com,74
Learner 6310,Learner 6310@example.com,86
Learner 6311,Learner 6311@example.com,82
Learner 6312,Learner 6312@example.com,68
Learner 6313,Learner 6313@example.com,68
Learner 6314,Learner 6314@example.com,80
Learner 6315,Learner 6315@example.com,96
Learner 6316,Learner 6316@example.com,94
Learner 6317,Learner 6317@example.com,88
Learner 6318,Learner 6318@example.com,84
Learner 6319,Learner 6319@example.com,94
Learner 6320,Learner 6320@example.com,96
Learner 6321,Learner 6321@example.com,86
Learner 6322,Learner 6322@example.com,96
Learner 6323,Learner 6323@example.com,84
Learner 6324,Learner 6324@example.com,90
Learner 6325,Learner 6325@example.com,94
Learner 6326,Learner 6326@example.com,90
Learner 6327,Learner 6327@example.com,94
Learner 6328,Learner 6328@example.com,94
Learner 6329,Learner 6329@example.com,88
Learner 6330,Learner 6330@example.com,96
Learner 6331,Learner 6331@example.com,98
Learner 6332,Learner 6332@example.com,96
Learner 6333,Learner 6333@example.com,90
Learner 6334,Learner 6334@example.com,86
Learner 6335,Learner 6335@example.com,96
Learner 6336,Learner 6336@example.com,86
Learner 6337,Learner 6337@example.com,96
Learner 6338,Learner 6338@example.com,86
Learner 6339,Learner 6339@example.com,74
Learner 6340,Learner 6340@example.com,22
Learner 6341,Learner 6341@example.com,64
Learner 6342,Learner 6342@example.com,6
Learner 6343,Learner 6343@example.com,40
Learner 6344,Learner 6344@example.com,62
Learner 6345,Learner 6345@example.com,60
Learner 6346,Learner 6346@example.com,44
