username,email,Knowledge Check 1,Knowledge Check 2,Final Exam,Total,Last visit,Stuck
learner6140,learner6140@example.com,80,10,20,30,,
learner6141,learner6141@example.com,10,90,0,20,,
learner6142,learner6142@example.com,50,40,100,78,,
learner6143,learner6143@example.com,10,40,90,64,,
learner6144,learner6144@example.com,60,90,40,54,,
learner6145,learner6145@example.com,40,30,60,50,,
learner6146,learner6146@example.com,70,0,60,50,,
learner6147,learner6147@example.com,20,100,50,54,,
learner6148,learner6148@example.com,10,30,80,56,,
learner6149,learner6149@example.com,90,10,30,38,,
learner6150,learner6150@example.com,10,90,50,50,,
learner6151,learner6151@example.com,80,90,10,40,,
learner6152,learner6152@example.com,40,40,0,16,,
learner6153,learner6153@example.com,90,0,100,78,,
learner6154,learner6154@example.com,30,20,40,34,,
learner6155,learner6155@example.com,50,100,50,60,,
learner6156,learner6156@example.com,50,100,0,30,,
learner6157,learner6157@example.com,80,60,90,82,,
learner6158,learner6158@example.com,80,60,90,82,,
learner6159,learner6159@example.com,60,70,90,80,,
learner6160,learner6160@example.com,60,60,90,78,,
learner6161,learner6161@example.com,60,70,60,62,,
learner6162,learner6162@example.com,100,70,60,70,,
learner6163,learner6163@example.com,80,70,90,84,,
learner6164,learner6164@example.com,90,100,60,74,,
learner6165,learner6165@example.com,100,90,100,98,,
learner6166,learner6166@example.com,90,100,100,98,,
learner6167,learner6167@example.com,70,70,90,82,,
learner6168,learner6168@example.com,80,70,90,84,,
learner6169,learner6169@example.com,100,80,80,84,,
learner6170,learner6170@example.com,60,60,80,72,,
learner6171,learner6171@example.com,80,90,70,76,,
learner6172,learner6172@example.com,100,60,70,74,,
learner6173,learner6173@example.com,80,70,70,72,,
learner6174,learner6174@example.com,80,90,90,88,,
learner6175,learner6175@example.com,80,70,80,78,,
learner6176,learner6176@example.com,90,100,80,86,,
learner6177,learner6177@example.com,90,60,70,72,,
learner6178,learner6178@example.com,100,70,90,88,,
learner6179,learner6179@example.com,90,100,70,80,,
learner6180,learner6180@example.com,60,100,70,74,,
learner6181,learner6181@example.com,60,100,70,74,,
learner6182,learner6182@example.com,100,60,100,92,,
learner6183,learner6183@example.com,90,70,90,86,,
learner6184,learner6184@example.com,90,70,70,74,,
learner6185,learner6185@example.com,90,100,100,98,,
learner6186,learner6186@example.com,100,60,90,86,,
learner6187,learner6187@example.com,90,70,90,86,,
learner6188,learner6188@example.com,80,100,60,72,,
learner6189,learner6189@example.com,100,100,70,82,,
learner6190,learner6190@example.com,80,80,60,68,,
learner6191,learner6191@example.com,80,60,80,76,,
learner6192,learner6192@example.com,80,60,60,64,,
learner6193,learner6193@example.com,60,60,60,60,,
learner6194,learner6194@example.com,100,90,100,98,,
learner6195,learner6195@example.com,100,60,100,92,,
learner6196,learner6196@example.com,80,100,90,90,,
learner6197,learner6197@example.com,100,100,80,88,,
learner6198,learner6198@example.com,70,60,80,74,,
learner6199,learner6199@example.com,100,80,90,90,,
learner6200,learner6200@example.com,80,60,70,70,,
learner6201,learner6201@example.com,80,100,70,78,,
learner6202,learner6202@example.com,90,60,80,78,,
learner6203,learner6203@example.com,60,70,80,74,,
learner6204,learner6204@example.com,90,70,90,86,,
learner6205,learner6205@example.com,100,100,70,82,,
learner6206,learner6206@example.com,60,100,60,68,,
learner6207,learner6207@example.com,90,70,60,68,,
learner6208,learner6208@example.com,80,80,80,80,,
learner6209,learner6209@example.com,80,100,100,96,,
learner6210,learner6210@example.com,80,90,100,94,,
learner6211,learner6211@example.com,100,100,80,88,,
learner6212,learner6212@example.com,90,90,80,84,,
learner6213,learner6213@example.com,80,90,100,94,,
learner6214,learner6214@example.com,90,90,100,96,,
learner6215,learner6215@example.com,80,80,90,86,,
learner6216,learner6216@example.com,100,80,100,96,,
learner6217,learner6217@example.com,80,100,80,84,,
learner6218,learner6218@example.com,80,100,90,90,,
learner6219,learner6219@example.com,80,90,100,94,,
learner6220,learner6220@example.com,100,80,90,90,,
learner6221,learner6221@example.com,80,90,100,94,,
learner6222,learner6222@example.com,100,100,90,94,,
learner6223,learner6223@example.com,80,90,90,88,,
learner6224,learner6224@example.com,80,100,100,96,,
learner6225,learner6225@example.com,90,100,100,98,,
learner6226,learner6226@example.com,80,100,100,96,,
learner6227,learner6227@example.com,80,100,90,90,,
learner6228,learner6228@example.com,100,90,80,86,,
learner6229,learner6229@example.com,80,100,100,96,,
learner6230,learner6230@example.com,90,100,80,86,,
learner6231,learner6231@example.com,100,80,100,96,,
learner6232,learner6232@example.com,90,100,80,86,,
learner6233,learner6233@example.com,90,70,70,74,,
learner6234,learner6234@example.com,40,40,10,22,,
learner6235,learner6235@example.com,70,10,80,64,,
learner6236,learner6236@example.com,0,30,0,6,,
learner6237,learner6237@example.com,20,90,30,40,,
learner6238,learner6238@example.com,0,70,80,62,,
learner6239,learner6239@example.com,0,30,90,60,,
learner6240,learner6240@example.com,0,40,60,44,,
learner6241,learner6241@example.com,0,90,40,42,,
learner6242,learner6242@example.com,40,20,20,24,,
learner6243,learner6243@example.com,60,90,30,48,,
learner6244,learner6244@example.com,90,80,20,46,,
learner6245,learner6245@example.com,100,20,80,72,,
learner6246,learner6246@example.com,80,10,20,30,,
learner6247,learner6247@example.com,10,90,0,20,,
learner6248,learner6248@example.com,50,40,100,78,,
learner6249,learner6249@example.com,10,40,90,64,,
learner6250,learner6250@example.com,60,90,40,54,,
learner6251,learner6251@example.com,40,30,60,50,,
learner6252,learner6252@example.com,70,0,60,50,,
learner6253,learner6253@example.com,20,100,50,54,,
learner6254,learner6254@example.com,10,30,80,56,,
learner6255,learner6255@example.com,90,10,30,38,,
learner6256,learner6256@example.com,10,90,50,50,,
learner6257,learner6257@example.com,80,90,10,40,,
learner6258,learner6258@example.com,40,40,0,16,,
learner6259,learner6259@example.com,90,0,100,78,,
learner6260,learner6260@example.com,30,20,40,34,,
learner6261,learner6261@example.com,50,100,50,60,,
learner6262,learner6262@example.com,50,100,0,30,,
learner6263,learner6263@example.com,80,60,90,82,,
learner6264,learner6264@example.com,80,60,90,82,,
learner6265,learner6265@example.com,60,70,90,80,,
learner6266,learner6266@example.com,60,60,90,78,,
learner6267,learner6267@example.com,60,70,60,62,,
learner6268,learner6268@example.com,100,70,60,70,,
learner6269,learner6269@example.com,80,70,90,84,,
learner6270,learner6270@example.com,90,100,60,74,,
learner6271,learner6271@example.com,100,90,100,98,,
learner6272,learner6272@example.com,90,100,100,98,,
learner6273,learner6273@example.com,70,70,90,82,,
learner6274,learner6274@example.com,80,70,90,84,,
learner6275,learner6275@example.com,100,80,80,84,,
learner6276,learner6276@example.com,60,60,80,72,,
learner6277,learner6277@example.com,80,90,70,76,,
learner6278,learner6278@example.com,100,60,70,74,,
learner6279,learner6279@example.com,80,70,70,72,,
learner6280,learner6280@example.com,80,90,90,88,,
learner6281,learner6281@example.com,80,70,80,78,,
learner6282,learner6282@example.com,90,100,80,86,,
learner6283,learner6283@example.com,90,60,70,72,,
learner6284,learner6284@example.com,100,70,90,88,,
learner6285,learner6285@example.com,90,100,70,80,,
learner6286,learner6286@example.com,60,100,70,74,,
learner6287,learner6287@example.com,60,100,70,74,,
learner6288,learner6288@example.com,100,60,100,92,,
learner6289,learner6289@example.com,90,70,90,86,,
learner6290,learner6290@example.com,90,70,70,74,,
learner6291,learner6291@example.com,90,100,100,98,,
learner6292,learner6292@example.com,100,60,90,86,,
learner6293,learner6293@example.com,90,70,90,86,,
learner6294,learner6294@example.com,80,100,60,72,,
learner6295,learner6295@example.com,100,100,70,82,,
learner6296,learner6296@example.com,80,80,60,68,,
learner6297,learner6297@example.com,80,60,80,76,,
learner6298,learner6298@example.com,80,60,60,64,,
learner6299,learner6299@example.com,60,60,60,60,,
learner6300,learner6300@example.com,100,90,100,98,,
learner6301,learner6301@example.com,100,60,100,92,,
learner6302,learner6302@example.com,80,100,90,90,,
learner6303,learner6303@example.com,100,100,80,88,,
learner6304,learner6304@example.com,70,60,80,74,,
learner6305,learner6305@example.com,100,80,90,90,,
learner6306,learner6306@example.com,80,60,70,70,,
learner6307,learner6307@example.com,80,100,70,78,,
learner6308,learner6308@example.com,90,60,80,78,,
learner6309,learner6309@example.com,60,70,80,74,,
learner6310,learner6310@example.com,90,70,90,86,,
learner6311,learner6311@example.com,100,100,70,82,,
learner6312,learner6312@example.com,60,100,60,68,,
learner6313,learner6313@example.com,90,70,60,68,,
learner6314,learner6314@example.com,80,80,80,80,,
learner6315,learner6315@example.com,80,100,100,96,,
learner6316,learner6316@example.com,80,90,100,94,,
learner6317,learner6317@example.com,100,100,80,88,,
learner6318,learner6318@example.com,90,90,80,84,,
learner6319,learner6319@example.com,80,90,100,94,,
learner6320,learner6320@example.com,90,90,100,96,,
learner6321,learner6321@example.com,80,80,90,86,,
learner6322,learner6322@example.com,100,80,100,96,,
learner6323,learner6323@example.com,80,100,80,84,,
learner6324,learner6324@example.com,80,100,90,90,,
learner6325,learner6325@example.com,80,90,100,94,,
learner6326,learner6326@example.com,100,80,90,90,,
learner6327,learner6327@example.com,80,90,100,94,,
learner6328,learner6328@example.com,100,100,90,94,,
learner6329,learner6329@example.com,80,90,90,88,,
learner6330,learner6330@example.com,80,100,100,96,,
learner6331,learner6331@example.com,90,100,100,98,,
learner6332,learner6332@example.com,80,100,100,96,,
learner6333,learner6333@example.com,80,100,90,90,,
learner6334,learner6334@example.com,100,90,80,86,,
learner6335,learner6335@example.com,80,100,100,96,,
learner6336,learner6336@example.com,90,100,80,86,,
learner6337,learner6337@example.com,100,80,100,96,,
learner6338,learner6338@example.com,90,100,80,86,,
learner6339,learner6339@example.com,90,70,70,74,,
learner6340,learner6340@example.com,40,40,10,22,,
learner6341,learner6341@example.com,70,10,80,64,,
learner6342,learner6342@example.com,0,30,0,6,,
learner6343,learner6343@example.com,20,90,30,40,,
learner6344,learner6344@example.com,0,70,80,62,,
learner6345,learner6345@example.com,0,30,90,60,,
learner6346,learner6346@example.com,0,40,60,44,,
learner6347,learner6347@example.com,0,90,40,42,,
learner6348,learner6348@example.com,40,20,20,24,,
learner6349,learner6349@example.com,60,90,30,48,,
learner6350,learner6350@example.com,90,80,20,46,,
learner6351,learner6351@example.com,100,20,80,72,,
learner6352,learner6352@example.com,80,10,20,30,,
learner6353,learner6353@example.com,10,90,0,20,,
learner6354,learner6354@example.com,50,40,100,78,,
learner6355,learner6355@example.com,10,40,90,64,,
learner6356,learner6356@example.com,60,90,40,54,,
learner6357,learner6357@example.com,40,30,60,50,,
learner6358,learner6358@example.com,70,0,60,50,,
learner6359,learner6359@example.com,20,100,50,54,,
learner6360,learner6360@example.com,10,30,80,56,,
learner6361,learner6361@example.com,90,10,30,38,,
learner6362,learner6362@example.com,10,90,50,50,,
learner6363,learner6363@example.com,80,90,10,40,,
learner6364,learner6364@example.com,40,40,0,16,,
learner6365,learner6365@example.com,90,0,100,78,,
learner6366,learner6366@example.com,30,20,40,34,,
learner6367,learner6367@example.com,50,100,50,60,,
learner6368,learner6368@example.com,50,100,0,30,,
learner6369,learner6369@example.com,80,60,90,82,,
learner6370,learner6370@example.com,80,60,90,82,,
learner6371,learner6371@example.com,60,70,90,80,,
learner6372,learner6372@example.com,60,60,90,78,,
learner6373,learner6373@example.com,60,70,60,62,,
learner6374,learner6374@example.com,100,70,60,70,,
learner6375,learner6375@example.com,80,70,90,84,,
learner6376,learner6376@example.com,90,100,60,74,,
learner6377,learner6377@example.com,100,90,100,98,,
learner6378,learner6378@example.com,90,100,100,98,,
learner6379,learner6379@example.com,70,70,90,82,,
learner6380,learner6380@example.com,80,70,90,84,,
learner6381,learner6381@example.com,100,80,80,84,,
learner6382,learner6382@example.com,60,60,80,72,,
learner6383,learner6383@example.com,80,90,70,76,,
learner6384,learner6384@example.com,100,60,70,74,,
learner6385,learner6385@example.com,80,70,70,72,,
learner6386,learner6386@example.com,80,90,90,88,,
learner6387,learner6387@example.com,80,70,80,78,,
learner6388,learner6388@example.com,90,100,80,86,,
learner6389,learner6389@example.com,90,60,70,72,,
learner6390,learner6390@example.com,100,70,90,88,,
learner6391,learner6391@example.com,90,100,70,80,,
learner6392,learner6392@example.com,60,100,70,74,,
learner6393,learner6393@example.com,60,100,70,74,,
learner6394,learner6394@example.com,100,60,100,92,,
learner6395,learner6395@example.com,90,70,90,86,,
learner6396,learner6396@example.com,90,70,70,74,,
learner6397,learner6397@example.com,90,100,100,98,,
learner6398,learner6398@example.com,100,60,90,86,,
learner6399,learner6399@example.com,90,70,90,86,,
learner6400,learner6400@example.com,80,100,60,72,,
learner6401,learner6401@example.com,100,100,70,82,,
learner6402,learner6402@example.com,80,80,60,68,,
learner6403,learner6403@example.com,80,60,80,76,,
learner6404,learner6404@example.com,80,60,60,64,,
learner6405,learner6405@example.com,60,60,60,60,,
learner6406,learner6406@example.com,100,90,100,98,,
learner6407,learner6407@example.com,100,60,100,92,,
learner6408,learner6408@example.com,80,100,90,90,,
learner6409,learner6409@example.com,100,100,80,88,,
learner6410,learner6410@example.com,70,60,80,74,,
learner6411,learner6411@example.com,100,80,90,90,,
learner6412,learner6412@example.com,80,60,70,70,,
learner6413,learner6413@example.com,80,100,70,78,,
learner6414,learner6414@example.com,90,60,80,78,,
learner6415,learner6415@example.com,60,70,80,74,,
learner6416,learner6416@example.com,90,70,90,86,,
learner6417,learner6417@example.com,100,100,70,82,,
learner6418,learner6418@example.com,60,100,60,68,,
learner6419,learner6419@example.com,90,70,60,68,,
learner6420,learner6420@example.com,80,80,80,80,,
learner6421,learner6421@example.com,80,100,100,96,,
learner6422,learner6422@example.com,80,90,100,94,,
learner6423,learner6423@example.com,100,100,80,88,,
learner6424,learner6424@example.com,90,90,80,84,,
learner6425,learner6425@example.com,80,90,100,94,,
learner6426,learner6426@example.com,90,90,100,96,,
learner6427,learner6427@example.com,80,80,90,86,,
learner6428,learner6428@example.com,100,80,100,96,,
learner6429,learner6429@example.com,80,100,80,84,,
learner6430,learner6430@example.com,80,100,90,90,,
learner6431,learner6431@example.com,80,90,100,94,,
learner6432,learner6432@example.com,100,80,90,90,,
learner6433,learner6433@example.com,80,90,100,94,,
learner6434,learner6434@example.com,100,100,90,94,,
learner6435,learner6435@example.com,80,90,90,88,,
learner6436,learner6436@example.com,80,100,100,96,,
learner6437,learner6437@example.com,90,100,100,98,,
learner6438,learner6438@example.com,80,100,100,96,,
learner6439,learner6439@example.com,80,100,90,90,,
learner6440,learner6440@example.com,100,90,80,86,,
learner6441,learner6441@example.com,80,100,100,96,,
learner6442,learner6442@example.com,90,100,80,86,,
learner6443,learner6443@example.com,100,80,100,96,,
learner6444,learner6444@example.com,90,100,80,86,,
learner6445,learner6445@example.com,90,70,70,74,,
learner6446,learner6446@example.com,40,40,10,22,,
learner6447,learner6447@example.com,70,10,80,64,,
learner6448,learner6448@example.com,0,30,0,6,,
learner6449,learner6449@example.com,20,90,30,40,,
learner6450,learner6450@example.com,0,70,80,62,,
learner6451,learner6451@example.com,0,30,90,60,,
learner6452,learner6452@example.com,0,40,60,44,,
learner6453,learner6453@example.com,0,90,40,42,,
learner6454,learner6454@example.com,40,20,20,24,,
learner6455,learner6455@example.com,60,90,30,48,,
learner6456,learner6456@example.com,90,80,20,46,,
learner6457,learner6457@example.com,100,20,80,72,,
learner6458,learner6458@example.com,80,10,20,30,,
learner6459,learner6459@example.com,10,90,0,20,,
learner6460,learner6460@example.com,50,40,100,78,,
learner6461,learner6461@example.com,10,40,90,64,,
learner6462,learner6462@example.com,60,90,40,54,,
learner6463,learner6463@example.com,40,30,60,50,,
learner6464,learner6464@example.com,70,0,60,50,,
learner6465,learner6465@example.com,20,100,50,54,,
learner6466,learner6466@example.com,10,30,80,56,,
learner6467,learner6467@example.com,90,10,30,38,,
learner6468,learner6468@example.com,10,90,50,50,,
learner6469,learner6469@example.com,80,90,10,40,,
learner6470,learner6470@example.com,40,40,0,16,,
learner6471,learner6471@example.com,90,0,100,78,,
learner6472,learner6472@example.com,30,20,40,34,,
learner6473,learner6473@example.com,50,100,50,60,,
learner6474,learner6474@example.com,50,100,0,30,,
learner6475,learner6475@example.com,80,60,90,82,,
learner6476,learner6476@example.com,80,60,90,82,,
learner6477,learner6477@example.com,60,70,90,80,,
learner6478,learner6478@example.com,60,60,90,78,,
learner6479,learner6479@example.com,60,70,60,62,,
learner6480,learner6480@example.com,100,70,60,70,,
learner6481,learner6481@example.com,80,70,90,84,,
learner6482,learner6482@example.com,90,100,60,74,,
learner6483,learner6483@example.com,100,90,100,98,,
learner6484,learner6484@example.com,90,100,100,98,,
learner6485,learner6485@example.com,70,70,90,82,,
learner6486,learner6486@example.com,80,70,90,84,,
learner6487,learner6487@example.com,100,80,80,84,,
learner6488,learner6488@example.com,60,60,80,72,,
learner6489,learner6489@example.com,80,90,70,76,,
learner6490,learner6490@example.com,100,60,70,74,,
learner6491,learner6491@example.com,80,70,70,72,,
learner6492,learner6492@example.com,80,90,90,88,,
learner6493,learner6493@example.com,80,70,80,78,,
learner6494,learner6494@example.com,90,100,80,86,,
learner6495,learner6495@example.com,90,60,70,72,,
learner6496,learner6496@example.com,100,70,90,88,,
learner6497,learner6497@example.com,90,100,70,80,,
learner6498,learner6498@example.com,60,100,70,74,,
learner6499,learner6499@example.com,60,100,70,74,,
learner6500,learner6500@example.com,100,60,100,92,,
learner6501,learner6501@example.com,90,70,90,86,,
learner6502,learner6502@example.com,90,70,70,74,,
learner6503,learner6503@example.com,90,100,100,98,,
learner6504,learner6504@example.com,100,60,90,86,,
learner6505,learner6505@example.com,90,70,90,86,,
learner6506,learner6506@example.com,80,100,60,72,,
learner6507,learner6507@example.com,100,100,70,82,,
learner6508,learner6508@example.com,80,80,60,68,,
learner6509,learner6509@example.com,80,60,80,76,,
learner6510,learner6510@example.com,80,60,60,64,,
learner6511,learner6511@example.com,60,60,60,60,,
learner6512,learner6512@example.com,100,90,100,98,,
learner6513,learner6513@example.com,100,60,100,92,,
learner6514,learner6514@example.com,80,100,90,90,,
learner6515,learner6515@example.com,100,100,80,88,,
learner6516,learner6516@example.com,70,60,80,74,,
learner6517,learner6517@example.com,100,80,90,90,,
learner6518,learner6518@example.com,80,60,70,70,,
learner6519,learner6519@example.com,80,100,70,78,,
learner6520,learner6520@example.com,90,60,80,78,,
learner6521,learner6521@example.com,60,70,80,74,,
learner6522,learner6522@example.com,90,70,90,86,,
learner6523,learner6523@example.com,100,100,70,82,,
learner6524,learner6524@example.com,60,100,60,68,,
learner6525,learner6525@example.com,90,70,60,68,,
learner6526,learner6526@example.com,80,80,80,80,,
learner6527,learner6527@example.com,80,100,100,96,,
learner6528,learner6528@example.com,80,90,100,94,,
learner6529,learner6529@example.com,100,100,80,88,,
learner6530,learner6530@example.com,90,90,80,84,,
learner6531,learner6531@example.com,80,90,100,94,,
learner6532,learner6532@example.com,90,90,100,96,,
learner6533,learner6533@example.com,80,80,90,86,,
learner6534,learner6534@example.com,100,80,100,96,,
learner6535,learner6535@example.com,80,100,80,84,,
learner6536,learner6536@example.com,80,100,90,90,,
learner6537,learner6537@example.com,80,90,100,94,,
learner6538,learner6538@example.com,100,80,90,90,,
learner6539,learner6539@example.com,80,90,100,94,,
learner6540,learner6540@example.com,100,100,90,94,,
learner6541,learner6541@example.com,80,90,90,88,,
learner6542,learner6542@example.com,80,100,100,96,,
learner6543,learner6543@example.com,90,100,100,98,,
learner6544,learner6544@example.com,80,100,100,96,,
learner6545,learner6545@example.com,80,100,90,90,,
learner6546,learner6546@example.com,100,90,80,86,,
learner6547,learner6547@example.com,80,100,100,96,,
learner6548,learner6548@example.com,90,100,80,86,,
learner6549,learner6549@example.com,100,80,100,96,,
learner6550,learner6550@example.com,90,100,80,86,,
learner6551,learner6551@example.com,90,70,70,74,,
learner6552,learner6552@example.com,40,40,10,22,,
learner6553,learner6553@example.com,70,10,80,64,,
learner6554,learner6554@example.com,0,30,0,6,,
learner6555,learner6555@example.com,20,90,30,40,,
learner6556,learner6556@example.com,0,70,80,62,,
learner6557,learner6557@example.com,0,30,90,60,,
learner6558,learner6558@example.com,0,40,60,44,,
learner6559,learner6559@example.com,0,90,40,42,,
learner6560,learner6560@example.com,40,20,20,24,,
learner6561,learner6561@example.com,60,90,30,48,,
learner6562,learner6562@example.com,90,80,20,46,,
learner6563,learner6563@example.com,100,20,80,72,,
learner6564,learner6564@example.com,80,10,20,30,,
learner6565,learner6565@example.com,10,90,0,20,,
learner6566,learner6566@example.com,50,40,100,78,,
learner6567,learner6567@example.com,10,40,90,64,,
learner6568,learner6568@example.com,60,90,40,54,,
learner6569,learner6569@example.com,40,30,60,50,,
learner6570,learner6570@example.com,70,0,60,50,,
learner6571,learner6571@example.com,20,100,50,54,,
learner6572,learner6572@example.com,10,30,80,56,,
learner6573,learner6573@example.com,90,10,30,38,,
learner6574,learner6574@example.com,10,90,50,50,,
learner6575,learner6575@example.com,80,90,10,40,,
learner6576,learner6576@example.com,40,40,0,16,,
learner6577,learner6577@example.com,90,0,100,78,,
learner6578,learner6578@example.com,30,20,40,34,,
learner6579,learner6579@example.com,50,100,50,60,,
learner6580,learner6580@example.com,50,100,0,30,,
learner6581,learner6581@example.com,80,60,90,82,,
learner6582,learner6582@example.com,80,60,90,82,,
learner6583,learner6583@example.com,60,70,90,80,,
learner6584,learner6584@example.com,60,60,90,78,,
learner6585,learner6585@example.com,60,70,60,62,,
learner6586,learner6586@example.com,100,70,60,70,,
learner6587,learner6587@example.com,80,70,90,84,,
learner6588,learner6588@example.com,90,100,60,74,,
learner6589,learner6589@example.com,100,90,100,98,,
learner6590,learner6590@example.com,90,100,100,98,,
learner6591,learner6591@example.com,70,70,90,82,,
learner6592,learner6592@example.com,80,70,90,84,,
learner6593,learner6593@example.com,100,80,80,84,,
learner6594,learner6594@example.com,60,60,80,72,,
learner6595,learner6595@example.com,80,90,70,76,,
learner6596,learner6596@example.com,100,60,70,74,,
learner6597,learner6597@example.com,80,70,70,72,,
learner6598,learner6598@example.com,80,90,90,88,,
learner6599,learner6599@example.com,80,70,80,78,,
learner6600,learner6600@example.com,90,100,80,86,,
learner6601,learner6601@example.com,90,60,70,72,,
learner6602,learner6602@example.com,100,70,90,88,,
learner6603,learner6603@example.com,90,100,70,80,,
learner6604,learner6604@example.com,60,100,70,74,,
learner6605,learner6605@example.com,60,100,70,74,,
learner6606,learner6606@example.com,100,60,100,92,,
learner6607,learner6607@example.com,90,70,90,86,,
learner6608,learner6608@example.com,90,70,70,74,,
learner6609,learner6609@example.com,90,100,100,98,,
learner6610,learner6610@example.com,100,60,90,86,,
learner6611,learner6611@example.com,90,70,90,86,,
learner6612,learner6612@example.com,80,100,60,72,,
learner6613,learner6613@example.com,100,100,70,82,,
learner6614,learner6614@example.com,80,80,60,68,,
learner6615,learner6615@example.com,80,60,80,76,,
learner6616,learner6616@example.com,80,60,60,64,,
learner6617,learner6617@example.com,60,60,60,60,,
learner6618,learner6618@example.com,100,90,100,98,,
learner6619,learner6619@example.com,100,60,100,92,,
learner6620,learner6620@example.com,80,100,90,90,,
learner6621,learner6621@example.com,100,100,80,88,,
learner6622,learner6622@example.com,70,60,80,74,,
learner6623,learner6623@example.com,100,80,90,90,,
learner6624,learner6624@example.com,80,60,70,70,,
learner6625,learner6625@example.com,80,100,70,78,,
learner6626,learner6626@example.com,90,60,80,78,,
learner6627,learner6627@example.com,60,70,80,74,,
learner6628,learner6628@example.com,90,70,90,86,,
learner6629,learner6629@example.com,100,100,70,82,,
learner6630,learner6630@example.com,60,100,60,68,,
learner6631,learner6631@example.com,90,70,60,68,,
learner6632,learner6632@example.com,80,80,80,80,,
learner6633,learner6633@example.com,80,100,100,96,,
learner6634,learner6634@example.com,80,90,100,94,,
learner6635,learner6635@example.com,100,100,80,88,,
learner6636,learner6636@example.com,90,90,80,84,,
learner6637,learner6637@example.com,80,90,100,94,,
learner6638,learner6638@example.com,90,90,100,96,,
learner6639,learner6639@example.com,80,80,90,86,,
learner6640,learner6640@example.com,100,80,100,96,,
learner6641,learner6641@example.com,80,100,80,84,,
learner6642,learner6642@example.com,80,100,90,90,,
learner6643,learner6643@example.com,80,90,100,94,,
learner6644,learner6644@example.com,100,80,90,90,,
learner6645,learner6645@example.com,80,90,100,94,,
learner6646,learner6646@example.com,100,100,90,94,,
learner6647,learner6647@example.com,80,90,90,88,,
learner6648,learner6648@example.com,80,100,100,96,,
learner6649,learner6649@example.com,90,100,100,98,,
learner6650,learner6650@example.com,80,100,100,96,,
learner6651,learner6651@example.com,80,100,90,90,,
learner6652,learner6652@example.com,100,90,80,86,,
learner6653,learner6653@example.com,80,100,100,96,,
learner6654,learner6654@example.com,90,100,80,86,,
learner6655,learner6655@example.com,100,80,100,96,,
learner6656,learner6656@example.com,90,100,80,86,,
learner6657,learner6657@example.com,90,70,70,74,,
learner6658,learner6658@example.com,40,40,10,22,,
learner6659,learner6659@example.com,70,10,80,64,,
learner6660,learner6660@example.com,0,30,0,6,,
learner6661,learner6661@example.com,20,90,30,40,,
learner6662,learner6662@example.com,0,70,80,62,,
learner6663,learner6663@example.com,0,30,90,60,,
learner6664,learner6664@example.com,0,40,60,44,,
learner6665,learner6665@example.com,0,90,40,42,,
learner6666,learner6666@example.com,40,20,20,24,,
learner6667,learner6667@example.com,60,90,30,48,,
learner6668,learner6668@example.com,90,80,20,46,,
learner6669,learner6669@example.com,100,20,80,72,,
learner6670,learner6670@example.com,80,10,20,30,,
learner6671,learner6671@example.com,10,90,0,20,,
learner6672,learner6672@example.com,50,40,100,78,,
learner6673,learner6673@example.com,10,40,90,64,,
learner6674,learner6674@example.com,60,90,40,54,,
learner6675,learner6675@example.com,40,30,60,50,,
learner6676,learner6676@example.com,70,0,60,50,,
learner6677,learner6677@example.com,20,100,50,54,,
learner6678,learner6678@example.com,10,30,80,56,,
learner6679,learner6679@example.com,90,10,30,38,,
learner6680,learner6680@example.com,10,90,50,50,,
learner6681,learner6681@example.com,80,90,10,40,,
learner6682,learner6682@example.com,40,40,0,16,,
learner6683,learner6683@example.com,90,0,100,78,,
learner6684,learner6684@example.com,30,20,40,34,,
learner6685,learner6685@example.com,50,100,50,60,,
learner6686,learner6686@example.com,50,100,0,30,,
learner6687,learner6687@example.com,80,60,90,82,,
learner6688,learner6688@example.com,80,60,90,82,,
learner6689,learner6689@example.com,60,70,90,80,,
learner6690,learner6690@example.com,60,60,90,78,,
learner6691,learner6691@example.com,60,70,60,62,,
learner6692,learner6692@example.com,100,70,60,70,,
learner6693,learner6693@example.com,80,70,90,84,,
learner6694,learner6694@example.com,90,100,60,74,,
learner6695,learner6695@example.com,100,90,100,98,,
learner6696,learner6696@example.com,90,100,100,98,,
learner6697,learner6697@example.com,70,70,90,82,,
learner6698,learner6698@example.com,80,70,90,84,,
learner6699,learner6699@example.com,100,80,80,84,,
learner6700,learner6700@example.com,60,60,80,72,,
learner6701,learner6701@example.com,80,90,70,76,,
learner6702,learner6702@example.com,100,60,70,74,,
learner6703,learner6703@example.com,80,70,70,72,,
learner6704,learner6704@example.com,80,90,90,88,,
learner6705,learner6705@example.com,80,70,80,78,,
learner6706,learner6706@example.com,90,100,80,86,,
learner6707,learner6707@example.com,90,60,70,72,,
learner6708,learner6708@example.com,100,70,90,88,,
learner6709,learner6709@example.com,90,100,70,80,,
learner6710,learner6710@example.com,60,100,70,74,,
learner6711,learner6711@example.com,60,100,70,74,,
learner6712,learner6712@example.com,100,60,100,92,,
learner6713,learner6713@example.com,90,70,90,86,,
learner6714,learner6714@example.com,90,70,70,74,,
learner6715,learner6715@example.com,90,100,100,98,,
learner6716,learner6716@example.com,100,60,90,86,,
learner6717,learner6717@example.com,90,70,90,86,,
learner6718,learner6718@example.com,80,100,60,72,,
learner6719,learner6719@example.com,100,100,70,82,,
learner6720,learner6720@example.com,80,80,60,68,,
